time,x1_disp,x2_disp,force1,force2
3.849609,-0.000610071,-0.008669739,-57.703386,-73.808839
3.850586,-0.001217271,-0.008979664,-30.810862,-69.230547
3.851562,-0.001884176,-0.009316297,-69.136745,31.077538
3.852539,-0.002603024,-0.009631324,-0.20894,-23.984049
3.853516,-0.003344726,-0.009905604,-19.34813,-29.861883
3.854492,-0.00407082,-0.010170665,82.518458,-36.775285
3.855469,-0.004727554,-0.01043501,-66.106695,39.802531
3.856445,-0.005324598,-0.010667493,-10.787781,101.938684
3.857422,-0.005894594,-0.01080407,-26.310282,42.299209
3.858398,-0.006406992,-0.010846106,54.109867,-26.066792
3.859375,-0.006820247,-0.010857178,-37.146038,37.068327
3.860352,-0.007131151,-0.010841851,28.744596,-70.530505
3.861328,-0.007345356,-0.010823047,-56.421782,-126.8215
3.862305,-0.007467928,-0.010879904,29.769343,-13.09136
3.863281,-0.007496509,-0.010985098,-8.107521,-84.572205
3.864258,-0.007408725,-0.011117905,-54.905118,-23.897946
3.865234,-0.007248112,-0.011282121,-33.61628,5.891804
3.866211,-0.007031545,-0.011432834,29.173406,113.480628
3.867188,-0.006724901,-0.011502647,-1.000852,55.770133
3.868164,-0.006320235,-0.011465969,-41.498639,-83.747316
3.869141,-0.005860314,-0.011414996,-17.615082,-79.886086
3.870117,-0.005363176,-0.01141208,0.733658,-39.022706
3.871094,-0.004819889,-0.011433124,-97.713569,86.801257
3.87207,-0.004280752,-0.011395705,-26.878086,-81.880965
3.873047,-0.003770318,-0.011317809,44.90859,-36.430718
3.874023,-0.003231502,-0.011255833,54.508302,-36.669717
3.875,-0.002637355,-0.011185649,-27.044885,17.241585
3.875977,-0.002035038,-0.011078902,29.660969,38.424187
3.876953,-0.001448869,-0.010897382,-4.487057,26.430836
3.87793,-0.000879859,-0.010634778,37.28143,10.028457
3.878906,-0.000335277,-0.01030323,-7.132906,-72.264747
3.879883,0.000173596,-0.009948814,29.958708,2.108685
3.880859,0.000634261,-0.00957458,-20.680793,63.888318
3.881836,0.00103251,-0.009115367,-71.391682,82.201816
3.882812,0.001314465,-0.008533738,-1.113664,15.875909
3.883789,0.001487126,-0.007854599,-19.752206,-83.353646
3.884766,0.001575432,-0.007159774,-6.980495,16.737245
3.885742,0.001578847,-0.006452143,33.811272,-9.90166
3.886719,0.001527017,-0.005700634,-109.626992,-77.083067
3.887695,0.00137657,-0.00495438,102.600981,-54.626799
3.888672,0.001168113,-0.004239476,71.352473,-46.704337
3.889648,0.000996098,-0.003546236,-9.122795,31.260413
3.890625,0.000814676,-0.002838279,-41.009722,79.610757
3.891602,0.000578421,-0.002060343,3.786418,23.042542
3.892578,0.000303141,-0.001221938,-13.38035,32.936014
3.893555,1.262e-05,-0.000351353,78.939637,-6.564297
3.894531,-0.000246271,0.00053104,86.48564,-30.57979
3.895508,-0.000416078,0.001389,38.204802,24.455717
3.896484,-0.000508446,0.002232033,-53.429104,10.690485
3.897461,-0.000583768,0.003074868,0.368297,-42.659609
3.898438,-0.000653947,0.003880674,17.900122,7.314477
3.899414,-0.000679429,0.004643364,-3.629347,-3.428873
3.900391,-0.000657822,0.005377582,-4.500513,-18.384981
3.901367,-0.000596653,0.006067393,6.991705,-32.195711
3.902344,-0.000488848,0.006695965,132.840475,-70.466662
3.90332,-0.000268538,0.007236003,-29.236804,-25.287105
3.904297,4.4128e-05,0.007689506,102.024671,-66.006732
3.905273,0.000429729,0.008058078,21.296115,12.419703
3.90625,0.000905082,0.008360148,16.680115,61.817158
3.907227,0.001420387,0.008657681,60.791468,-22.547841
3.908203,0.001984484,0.008935163,9.700872,-93.205102
3.90918,0.002582711,0.009120456,4.95465,-39.699471
3.910156,0.003176182,0.009207905,-9.319121,-84.268593
3.911133,0.003743276,0.00920465,20.243614,-84.828435
3.912109,0.004279017,0.009092462,7.41423,-61.32528
3.913086,0.004778945,0.008885979,-42.482052,57.736605
3.914062,0.00520141,0.008657006,29.395897,57.460157
3.915039,0.005546925,0.008465492,77.986357,-38.641935
3.916016,0.005864528,0.008268262,74.948583,-73.275283
3.916992,0.006167909,0.008005805,37.305017,-24.666886
3.917969,0.006429721,0.007687988,-46.515007,30.723493
3.918945,0.006585116,0.007367438,47.247576,45.763419
3.919922,0.006634492,0.007080074,10.742994,6.597865
3.920898,0.006602983,0.006816023,26.343329,15.188204
3.921875,0.006480466,0.006561819,27.067792,10.199973
3.922852,0.006276571,0.006319704,42.139191,-81.36039
3.923828,0.006002425,0.006043877,-6.563674,-69.192325
3.924805,0.00564684,0.005696604,13.835101,82.096509
3.925781,0.005202905,0.005355721,-23.704239,6.362602
3.926758,0.004670946,0.005056511,37.824336,-103.386147
3.927734,0.004072933,0.004709295,-26.105524,18.225783
3.928711,0.003419271,0.004318492,-144.849736,-48.840425
3.929688,0.002635752,0.003908612,55.042899,50.149845
3.930664,0.001776979,0.003492963,18.715911,44.109882
3.931641,0.000937398,0.00311338,10.755212,27.769745
3.932617,0.000112288,0.002756678,-15.782685,5.790634
3.933594,-0.000698657,0.00240206,-31.618519,63.174167
3.93457,-0.001499694,0.00206398,76.07797,68.99564
3.935547,-0.002231455,0.001770085,-20.405438,-47.688702
3.936523,-0.002874629,0.001465233,63.848683,27.19536
3.9375,-0.003423021,0.00112789,16.429217,-31.681604
3.938477,-0.003849572,0.000764719,21.283191,-54.263903
3.939453,-0.004167789,0.00033679,31.703118,68.944335
3.94043,-0.004366383,-0.000107083,81.552277,35.426203
3.941406,-0.004415376,-0.000522746,-69.101077,9.866507
3.942383,-0.00436472,-0.00093632,106.984087,-43.43058
3.943359,-0.004206087,-0.001382809,-2.959079,70.676218
3.944336,-0.00391472,-0.001829764,30.856696,124.007816
3.945312,-0.003536091,-0.002193485,-36.643469,-49.487789
3.946289,-0.003096941,-0.0025275,61.206272,-59.793931
3.947266,-0.002594628,-0.002915147,-9.838399,-3.282327
3.948242,-0.002029878,-0.003329506,51.799474,30.713398
3.949219,-0.001422027,-0.003722169,22.853246,-20.121544
3.950195,-0.000771244,-0.004095904,60.750201,201.291202
3.951172,-8.9631e-05,-0.004364003,34.564105,4.98361
3.952148,0.000611959,-0.004509861,-64.893149,-31.874072
3.953125,0.001257643,-0.004640286,-10.685512,-26.730012
3.954102,0.001811501,-0.004766396,-0.803892,88.900804
3.955078,0.002291711,-0.00482715,62.358346,-7.941636
3.956055,0.002722646,-0.004811019,-60.413997,66.868382
3.957031,0.003066918,-0.004726532,-2.452714,-86.325021
3.958008,0.00328732,-0.00460999,35.621506,51.284334
3.958984,0.003425931,-0.004468362,-121.29542,-41.227732
3.959961,0.003424524,-0.004280438,-5.522701,36.725546
3.960938,0.003265569,-0.004054413,-25.787329,-41.607095
3.961914,0.002999958,-0.003792769,36.358462,-23.416119
3.962891,0.002655459,-0.003527072,27.102733,-55.575783
3.963867,0.002266518,-0.003267289,-67.616651,37.763458
3.964844,0.001793912,-0.00298776,12.625996,46.122787
3.96582,0.001243225,-0.002644241,-26.62965,-39.755265
3.966797,0.000648228,-0.002278619,68.035944,-76.147938
3.967773,5.0545e-05,-0.001954271,62.573035,66.025235
3.96875,-0.000492805,-0.001625426,43.004476,-34.390376
3.969727,-0.000980347,-0.001276921,-40.826192,-10.502789
3.970703,-0.00144912,-0.000949589,-64.751984,-48.0847
3.97168,-0.00193831,-0.000654253,32.236715,32.467456
3.972656,-0.00240074,-0.000374399,-52.478741,33.806097
3.973633,-0.002819251,-7.4931e-05,22.715165,75.494313
3.974609,-0.003187778,0.000260787,28.456822,52.929053
3.975586,-0.003458298,0.000638136,23.85388,48.996455
3.976562,-0.003622908,0.001041049,-64.355858,-6.087223
3.977539,-0.003720569,0.001438423,-1.949138,-12.187497
3.978516,-0.003759639,0.001798582,22.194332,31.718983
3.979492,-0.003696668,0.00213762,19.612854,-8.847194
3.980469,-0.003521634,0.002455793,-36.786504,54.859304
3.981445,-0.003265372,0.002763538,17.486641,-50.930693
3.982422,-0.002933305,0.003040592,-9.684377,-87.164984
3.983398,-0.002518978,0.003219839,1.768531,-9.918997
3.984375,-0.002038508,0.003322447,-28.723348,79.230009
3.985352,-0.001511324,0.003429858,-57.807706,35.319648
3.986328,-0.000976905,0.003565801,109.335408,53.863395
3.987305,-0.000380585,0.003720299,-1.576939,-56.703432
3.988281,0.000291472,0.003851873,-68.103109,-20.577585
3.989258,0.000940592,0.00392806,-34.350037,-35.977345
3.990234,0.001537542,0.003961853,-16.315673,-5.112355
3.991211,0.002094263,0.00396369,24.260597,-61.889811
3.992188,0.002626598,0.003924222,-34.11219,-7.983604
3.993164,0.00311428,0.003845222,-9.77426,91.821185
3.994141,0.00353039,0.003802906,11.61233,-80.679491
3.995117,0.003887731,0.003764881,20.909068,27.283186
3.996094,0.004193131,0.003702526,-6.256401,-60.669834
3.99707,0.004431381,0.003627282,87.902735,-53.494196
3.998047,0.004629022,0.003502364,33.03861,10.002526
3.999023,0.004799877,0.003363267,30.040527,85.342896
4.0,0.004912249,0.003277696,28.081944,-27.933211
4.000977,0.004961263,0.003228383,55.299614,-31.554973
4.001953,0.004957931,0.003160084,8.177901,-64.65418
4.00293,0.004892758,0.003055655,-51.664061,2.569334
4.003906,0.00471618,0.002931565,18.404335,-85.119531
4.004883,0.004436968,0.002777685,24.864368,-40.971449
4.005859,0.004097241,0.002572693,63.984401,-17.598221
4.006836,0.003725352,0.002348121,-56.181113,3.790228
4.007812,0.00328985,0.002124494,-45.81175,63.447257
4.008789,0.002747491,0.001939145,0.02651,-7.583831
4.009766,0.002136533,0.001784551,29.590051,-50.247372
4.010742,0.001505685,0.001604088,-64.457683,20.417579
4.011719,0.000837227,0.00140877,-54.983535,-55.000508
4.012695,0.000104903,0.001193755,41.837802,26.253205
4.013672,-0.000625548,0.000959163,-62.691477,-30.956802
4.014648,-0.001343154,0.000713842,-45.186578,88.815965
4.015625,-0.002074803,0.000485108,45.300521,-21.042242
4.016602,-0.002754269,0.000274952,28.809734,-67.809309
4.017578,-0.003333102,6.373e-06,-33.632308,5.243163
4.018555,-0.003838148,-0.000309466,22.611537,-4.872956
4.019531,-0.004263364,-0.000643423,12.400676,3.916823
4.020508,-0.004579892,-0.000996425,-8.17887,-14.80728
4.021484,-0.004797916,-0.001372886,-21.313244,11.596875
4.022461,-0.004931253,-0.001768134,20.540779,9.917958
4.023438,-0.004965914,-0.002168888,-58.929853,-49.946393
4.024414,-0.004921764,-0.002602408,19.94409,73.583665
4.025391,-0.004802746,-0.003035654,7.620773,-20.583421
4.026367,-0.004582632,-0.003451708,11.217023,-56.841071
4.027344,-0.004273201,-0.003909224,65.447158,9.329707
4.02832,-0.00385672,-0.004389587,-33.472861,-8.339773
4.029297,-0.003366812,-0.004864856,-26.351812,65.583499
4.030273,-0.002860585,-0.005303001,-10.112004,7.768287
4.03125,-0.002340392,-0.005691604,28.686323,-37.03833
4.032227,-0.001793646,-0.006074747,9.685473,13.721778
4.033203,-0.001225123,-0.006444635,-77.703941,12.634824
4.03418,-0.000699862,-0.006772736,-2.288103,6.498315
4.035156,-0.000236449,-0.00705814,1.781486,12.958494
4.036133,0.000191637,-0.007296832,66.867161,-58.975371
4.037109,0.000606819,-0.007516644,-17.107617,33.330931
4.038086,0.000989888,-0.007704533,24.046293,22.970278
4.039062,0.001311448,-0.007818645,137.678861,30.706776
4.040039,0.001637779,-0.007858127,56.54689,-15.353603
4.041016,0.00197691,-0.007839465,-49.645619,-15.715871
4.041992,0.00223256,-0.00778328,35.598009,20.341393
4.042969,0.002390112,-0.007671731,20.162569,-10.717219
4.043945,0.002480404,-0.007502461,-18.690131,-8.992862
4.044922,0.002477039,-0.007290051,36.223773,42.036371
4.045898,0.002389487,-0.007010733,-50.312082,38.117128
4.046875,0.002206654,-0.006644311,-32.536062,23.446083
4.047852,0.001902546,-0.006202936,-9.598287,78.289427
4.048828,0.001506265,-0.005671677,-20.903731,8.930592
4.049805,0.001035428,-0.005062685,30.329658,-43.697943
4.050781,0.000522988,-0.004440067,-3.642853,-13.329244
4.051758,-8.149e-06,-0.003820478,-25.690674,-21.98615
4.052734,-0.000569571,-0.003199731,55.60073,-29.927537
4.053711,-0.001117165,-0.002592004,28.320394,15.72975
4.054688,-0.001610406,-0.001985346,-69.849006,25.958472
4.055664,-0.00209512,-0.00135899,-70.67566,31.404591
4.056641,-0.002604368,-0.000711403,-25.359582,0.418363
4.057617,-0.003102241,-6.102e-05,-64.713997,6.119116
4.058594,-0.003571712,0.000574088,46.347521,-40.348271
4.05957,-0.003965277,0.00116876,-30.358354,22.731051
4.060547,-0.004255444,0.00172592,23.980916,-121.708965
4.061523,-0.004444113,0.00220251,100.770318,26.427674
4.0625,-0.004463074,0.002597163,34.845933,-7.177022
4.063477,-0.004305737,0.002962573,-92.767675,33.736103
4.064453,-0.004066583,0.003301311,-28.259401,27.196585
4.06543,-0.003779369,0.003629297,-10.940054,11.901969
4.066406,-0.003410145,0.003936035,-38.749819,43.219447
4.067383,-0.00297087,0.004229628,-59.418952,112.278471
4.068359,-0.00249299,0.0045587,111.897432,81.634979
4.069336,-0.00191376,0.004942284,63.773949,-4.227418
4.070312,-0.001186096,0.005326001,58.327335,-4.808825
4.071289,-0.000350222,0.00567063,-77.675877,75.160071
4.072266,0.000509534,0.00601673,56.441223,-1.566955
4.073242,0.001375271,0.006368524,-61.259213,-29.310034
4.074219,0.002237536,0.006679023,-91.057279,47.254043
4.075195,0.003009067,0.006974498,-80.165448,14.341544
4.076172,0.003666154,0.007278063,-42.184667,-71.335172
4.077148,0.00421986,0.007534992,11.917755,-16.689969
4.078125,0.004703627,0.007732203,41.909455,-63.380263
4.079102,0.005148167,0.007875133,-37.865732,-119.38211
4.080078,0.00552094,0.007916558,-109.217334,89.90962
4.081055,0.005742676,0.007931406,104.179912,4.63631
4.082031,0.005877088,0.007979696,-41.191438,-14.922446
4.083008,0.005954043,0.00801188,43.67871,-25.719451
4.083984,0.005943765,0.008013695,11.881693,-0.637803
4.084961,0.005872104,0.007991915,-28.440634,-26.309637
4.085938,0.005706625,0.007945958,14.666044,-48.844407
4.086914,0.005452555,0.007852223,22.586467,-23.578948
4.087891,0.00513964,0.007711232,6.368365,69.198128
4.088867,0.004770381,0.007578366,-8.409602,45.990217
4.089844,0.004337821,0.007485343,-89.601643,-23.518151
4.09082,0.003805747,0.007386036,1.384431,96.166534
4.091797,0.003190589,0.007301989,-97.997604,-4.810493
4.092773,0.002501827,0.007239142,72.834443,-39.25102
4.09375,0.001788643,0.007129623,-10.641941,16.586949
4.094727,0.001107505,0.00698061,9.225428,78.288524
4.095703,0.00044222,0.00684534,22.423691,66.388645
4.09668,-0.000177703,0.006744685,-18.000418,-37.026271
4.097656,-0.000752459,0.006620954,-11.28616,-57.955155
4.098633,-0.001286438,0.006412673,24.175585,-19.293906
4.099609,-0.001749327,0.006126895,-33.589445,24.93292
4.100586,-0.002143565,0.005802378,-57.185789,38.525111
4.101562,-0.002501338,0.005466469,-23.916869,57.954822
4.102539,-0.002812105,0.005134815,-19.636879,31.595483
4.103516,-0.003053288,0.004804243,8.978119,37.195094
4.104492,-0.003206173,0.004465458,5.497345,-83.169871
4.105469,-0.003257832,0.004064923,50.439677,-4.384146
4.106445,-0.003190238,0.003585025,39.475804,34.512324
4.107422,-0.002992026,0.003085021,-38.664824,-45.73977
4.108398,-0.002713285,0.002549057,32.767755,-15.162451
4.109375,-0.002366576,0.001958,46.821464,-8.910047
4.110352,-0.001922496,0.001334608,51.170489,21.165224
4.111328,-0.001385963,0.000701986,14.39875,-18.70056
4.112305,-0.000788099,6.1689e-05,11.621381,59.642636
4.113281,-0.000164412,-0.000561258,-2.710773,26.558722
4.114258,0.000459941,-0.001138697,2.318004,6.230202
4.115234,0.001063824,-0.001689869,86.170538,60.086502
4.116211,0.001673545,-0.002192694,3.970191,10.722704
4.117188,0.002273767,-0.002639319,-35.093525,-8.648577
4.118164,0.002791546,-0.00305713,15.469889,42.530679
4.119141,0.003219317,-0.003426204,37.461045,-55.462953
4.120117,0.003580776,-0.00376491,48.849137,-4.438684
4.121094,0.003882414,-0.004091918,-49.349568,66.819237
4.12207,0.004075022,-0.004345766,73.16395,13.187349
4.123047,0.00416545,-0.004516074,35.43968,38.37246
4.124023,0.004191626,-0.004615251,69.788608,36.403426
4.125,0.004151358,-0.004631866,-66.384414,100.490387
4.125977,0.00399753,-0.004536787,53.282844,-25.47621
4.126953,0.003727064,-0.004361275,-51.481254,25.240672
4.12793,0.003354492,-0.004143779,-13.913002,16.499768
4.128906,0.002857943,-0.003867706,37.170342,-28.322094
4.129883,0.00229267,-0.003562958,-55.8054,19.290923
4.130859,0.001653088,-0.003232892,-26.669393,7.304789
4.131836,0.000925193,-0.002865877,-67.166322,-12.609136
4.132812,0.000121946,-0.002483067,35.747595,30.296625
4.133789,-0.000706868,-0.00207987,-39.417899,-58.413218
4.134766,-0.001527762,-0.001684719,0.788184,28.05164
4.135742,-0.002337236,-0.001304993,20.258757,-25.607992
4.136719,-0.003087315,-0.00093143,14.891222,75.117774
4.137695,-0.003753279,-0.000547385,10.257234,-81.657397
4.138672,-0.004323748,-0.000185159,10.160017,102.197849
4.139648,-0.004787151,0.00016348,-64.369541,1.486233
4.140625,-0.005167534,0.000533833,-11.316772,4.794148
4.141602,-0.005465244,0.0008756,9.712608,56.998599
4.142578,-0.005637304,0.001212034,4.239164,63.862978
4.143555,-0.005671499,0.001568669,-5.882783,-17.506839
4.144531,-0.005573422,0.001908043,-33.459149,-90.854351
4.145508,-0.005362193,0.002155365,13.789071,102.700014
4.146484,-0.005032468,0.002368106,22.911774,34.337368
4.147461,-0.004564249,0.002606599,-20.651566,-12.21667
4.148438,-0.00398376,0.00281745,49.232074,100.434682
4.149414,-0.003290698,0.00303432,74.397397,40.262231
4.150391,-0.002454609,0.003284781,1.757529,10.485946
4.151367,-0.001515907,0.003529175,-37.675366,-72.408376
4.152344,-0.000547699,0.003717544,-56.339918,2.490002
4.15332,0.000402025,0.003850457,-14.599613,-73.472085
4.154297,0.001324219,0.003931814,-1.866169,-15.921516
4.155273,0.002225052,0.003957471,-58.642443,-18.508951
4.15625,0.003064069,0.003958314,-16.04765,-30.831857
4.157227,0.003816579,0.003931668,46.333508,-95.145078
4.158203,0.004516237,0.0038452,-99.28995,0.164289
4.15918,0.005107905,0.003717954,4.806359,20.210757
4.160156,0.005559076,0.003608594,-26.948675,-45.89619
4.161133,0.00589433,0.003497982,-0.365807,-22.078907
4.162109,0.006103976,0.003368267,77.55357,-16.211362
4.163086,0.006233079,0.003235328,-2.659258,123.770907
4.164062,0.006277465,0.00316994,-9.738011,27.807843
4.165039,0.006195017,0.003193274,32.315472,36.570082
4.166016,0.006005083,0.003262936,14.474363,9.69204
4.166992,0.005724298,0.003368692,5.016714,-28.799695
4.167969,0.005346961,0.003477188,16.27594,101.432292
4.168945,0.004883366,0.00362945,60.534095,15.195901
4.169922,0.004371427,0.003842912,42.79149,-43.458795
4.170898,0.003836305,0.004044613,-13.025608,47.392492
4.171875,0.003255977,0.004245981,74.35836,-38.543309
4.172852,0.002659566,0.004445116,-24.179415,109.06879
4.173828,0.002055881,0.004667242,4.813062,91.168099
4.174805,0.001426508,0.004969579,10.342866,12.309014
4.175781,0.000803386,0.005300935,-15.274544,47.127757
4.176758,0.000192333,0.005635203,67.888878,-51.750112
4.177734,-0.000364164,0.005936803,-17.622528,45.753926
4.178711,-0.000853975,0.006200849,-6.477432,-24.669273
4.179688,-0.001300608,0.006436323,50.477108,55.17266
4.180664,-0.001660984,0.00664426,-22.482105,10.618326
4.181641,-0.001934318,0.006838558,-60.42374,-44.774046
4.182617,-0.00216676,0.006969224,6.208262,1.570339
4.183594,-0.002339161,0.007030307,-48.343805,-35.798696
4.18457,-0.002442147,0.007025095,-53.252218,22.752993
4.185547,-0.002502152,0.006963402,-98.38196,-50.578861
4.186523,-0.002542266,0.006838332,-93.147077,20.95103
4.1875,-0.002581361,0.006649691,-90.136678,1.58646
4.188477,-0.002615705,0.006423256,81.976201,83.671699
4.189453,-0.002562598,0.006190105,-90.295378,14.92048
4.19043,-0.002425166,0.005958201,-49.448565,-59.656802
4.191406,-0.002270477,0.005661279,-5.673498,61.414558
4.192383,-0.002063476,0.005324165,29.982944,-35.757046
4.193359,-0.001773117,0.004961245,35.2517,-112.185417
4.194336,-0.00138885,0.004493456,-37.64729,-41.194577
4.195312,-0.00095443,0.00392324,3.916035,-10.141398
4.196289,-0.000497468,0.003304732,-7.073555,-8.735977
4.197266,-1.6976e-05,0.002659236,1.120362,27.006548
4.198242,0.000471689,0.002010489,7.466551,-14.217591
4.199219,0.000961265,0.001361822,20.087414,41.306177
4.200195,0.001446582,0.00072618,-27.801295,-2.970137
4.201172,0.001896832,0.00011469,58.095328,-55.138034
4.202148,0.002317361,-0.000512949,90.23511,-66.957749
4.203125,0.00275173,-0.001181541,-17.268231,-47.5095
4.204102,0.003150914,-0.001881497,109.39635,-25.167501
4.205078,0.003511853,-0.002587071,-25.042058,-18.537437
4.206055,0.003819364,-0.003278827,4.78014,-16.422089
4.207031,0.004013799,-0.003947461,-6.64434,-176.460498
4.208008,0.004096719,-0.004663775,2.857992,0.890331
4.208984,0.004062206,-0.005415178,51.92844,65.453047
4.209961,0.003935622,-0.006082761,-9.385403,40.811454
4.210938,0.003710987,-0.006644989,-55.078439,38.367117
4.211914,0.003340085,-0.007113389,-28.62379,-59.234873
4.212891,0.002820421,-0.007535455,-9.279434,70.023622
4.213867,0.002183789,-0.007896906,9.050277,74.824407
4.214844,0.001461058,-0.008135599,-37.436636,52.392555
4.21582,0.000653895,-0.008262942,-32.608002,11.266434
4.216797,-0.000239893,-0.008313206,10.834141,33.074587
4.217773,-0.001177506,-0.008300307,12.537031,-36.959227
4.21875,-0.002116635,-0.008252436,44.015348,86.58283
4.219727,-0.003020649,-0.008149372,-29.190171,-91.761604
4.220703,-0.003889213,-0.008022731,24.965978,-16.55902
4.22168,-0.00471185,-0.007926836,-6.555143,27.808888
4.222656,-0.005459596,-0.007809527,-22.819621,-13.442599
4.223633,-0.006138546,-0.007673926,-5.005976,73.487697
4.224609,-0.006732736,-0.007502561,1.50348,-61.783679
4.225586,-0.007217172,-0.007322527,-59.793924,6.961496
4.226562,-0.00760704,-0.007168852,-56.4714,-78.115174
4.227539,-0.007921012,-0.007052147,31.7768,34.22492
4.228516,-0.008108581,-0.006961437,-18.406827,14.682965
4.229492,-0.008147869,-0.00685383,9.406082,30.120969
4.230469,-0.008048886,-0.00673197,30.237495,-130.289429
4.231445,-0.007790915,-0.006664899,-12.024948,25.895209
4.232422,-0.007390457,-0.00665325,-20.52283,1.810132
4.233398,-0.006881107,-0.006631864,37.534999,4.046262
4.234375,-0.006250935,-0.006608456,75.395971,56.349313
4.235352,-0.005468837,-0.006553683,-5.928208,-9.902309
4.236328,-0.004573178,-0.006470312,-142.516205,-16.32511
4.237305,-0.003687344,-0.006388701,-67.663445,11.061477
4.238281,-0.002859347,-0.006294658,7.643536,34.792788
4.239258,-0.002035202,-0.006160005,69.833524,-1.313471
4.240234,-0.001166915,-0.00598705,114.020816,11.622572
4.241211,-0.000222353,-0.005783151,-65.51082,-28.103594
4.242188,0.000714042,-0.005557228,-18.637335,29.606358
4.243164,0.001560319,-0.00529701,-47.362495,-14.898794
4.244141,0.002308398,-0.004993409,-8.052014,-22.40604
4.245117,0.002949194,-0.004669013,40.570769,32.066069
4.246094,0.003512774,-0.004299897,58.328357,-16.551259
4.24707,0.004020733,-0.003882446,60.126378,-68.199854
4.248047,0.004473758,-0.003464103,-69.419215,-60.690084
4.249023,0.004803691,-0.003065779,0.460585,60.118906
4.25,0.004977994,-0.002626858,-30.107104,-23.83467
4.250977,0.005014755,-0.002131507,-10.800898,28.641406
4.251953,0.004911305,-0.001597392,-23.881265,-26.670848
4.25293,0.004676524,-0.001029565,-67.269763,-28.586056
4.253906,0.004292524,-0.000459681,58.873088,4.5463
4.254883,0.003810962,0.000121943,-36.992726,61.807199
4.255859,0.003260346,0.000752612,-29.260675,70.997779
4.256836,0.002614836,0.001457515,70.180349,2.800581
4.257812,0.001943769,0.002201048,-74.927476,114.475031
4.258789,0.001244091,0.002996385,19.363803,-16.194351
4.259766,0.00051161,0.003826258,47.806396,35.115139
4.260742,-0.000174885,0.00464455,65.546917,-33.117389
4.261719,-0.000774311,0.005435109,15.923671,-59.293512
4.262695,-0.001285189,0.00614604,33.31672,-1.147268
4.263672,-0.001708369,0.006786533,14.050463,-7.317486
4.264648,-0.00203269,0.007375834,-12.549441,-43.411559
4.265625,-0.002270356,0.007889198,39.521511,74.485202
4.266602,-0.002401894,0.008361883,-27.833418,27.677025
4.267578,-0.002429843,0.008824731,21.609181,0.404891
4.268555,-0.00236023,0.009240001,-76.329787,-65.079868
4.269531,-0.002216108,0.009561928,-39.049098,-106.950236
4.270508,-0.002028231,0.009738738,70.401536,18.385161
4.271484,-0.001730495,0.009810775,-1.498052,-109.511791
4.272461,-0.00131203,0.009778381,-91.193543,-0.117069
4.273438,-0.000859702,0.009635513,98.524498,-34.93221
4.274414,-0.000336846,0.009421149,43.189901,-23.99512
4.275391,0.000307161,0.00912817,2.761963,60.734192
4.276367,0.001010462,0.008807359,-17.297582,-34.505245
4.277344,0.001726895,0.00845925,70.903528,2.277891
4.27832,0.002471195,0.008061771,54.560255,-34.262445
4.279297,0.003258791,0.007621259,70.33371,13.681364
4.280273,0.004069553,0.007149809,21.739381,6.581466
4.28125,0.004867274,0.006673709,-25.273749,-0.084141
4.282227,0.005586812,0.006193131,-22.129512,47.977303
4.283203,0.00618961,0.005734079,-10.152858,-74.825361
4.28418,0.006667907,0.005266341,-83.971187,-86.335908
4.285156,0.006979994,0.004730933,30.898538,-57.575216
4.286133,0.007136699,0.004140589,15.004289,6.828726
4.287109,0.007179279,0.003543662,-3.23543,21.92026
4.288086,0.007088143,0.002981269,7.915177,-135.486487
4.289062,0.006859723,0.00238795,-16.181262,21.255157
4.290039,0.006490459,0.001765389,82.014141,84.322881
4.291016,0.006021293,0.001219418,-68.157526,-17.486265
4.291992,0.00543538,0.000731593,-78.305741,75.994254
4.292969,0.004667761,0.000297202,50.64281,17.529394
4.293945,0.003790521,-6.917e-05,8.304743,69.031555
4.294922,0.002862669,-0.000373763,60.56626,57.902235
4.295898,0.001908089,-0.000600892,22.833993,-17.461415
4.296875,0.000953485,-0.000795794,38.356242,40.802095
4.297852,8.224e-06,-0.000970698,-9.531873,-17.562446
4.298828,-0.000923353,-0.001129822,56.665663,83.205805
4.299805,-0.001812996,-0.001257054,-37.469789,-13.168834
4.300781,-0.002655414,-0.001354401,17.546654,24.32995
4.301758,-0.003451414,-0.001453832,-26.118318,94.176032
4.302734,-0.004179019,-0.001507895,21.104763,26.56917
4.303711,-0.004821196,-0.001519174,87.944204,-22.453081
4.304688,-0.005310312,-0.001546495,-4.421594,-62.666111
4.305664,-0.005648952,-0.001634582,-8.617524,-74.446376
4.306641,-0.005876913,-0.00180926,37.392468,20.999838
4.307617,-0.005970954,-0.002030577,-13.853465,-5.021185
4.308594,-0.005933499,-0.002264565,38.073321,-56.789804
4.30957,-0.00576705,-0.002546658,10.208393,34.97549
4.310547,-0.005466155,-0.002855123,-89.113704,34.2469
4.311523,-0.005100161,-0.003143286,-83.703123,-5.879724
4.3125,-0.004723521,-0.003427198,-58.169555,71.562329
4.313477,-0.004331351,-0.003685577,-57.856053,-82.509495
4.314453,-0.003921422,-0.003951501,6.667607,-20.685149
4.31543,-0.00347349,-0.00426521,-75.230261,26.29076
4.316406,-0.003007614,-0.004570675,-99.574953,-51.812049
4.317383,-0.002586042,-0.004878764,-28.760914,40.11112
4.318359,-0.002197258,-0.005178975,64.773418,55.139112
4.319336,-0.001773124,-0.005416787,-7.66369,-121.365412
